event,timestamp,ufos,materialized_chunks,intended_memory_usage,apparent_memory_usage,memory_usage,disk_usage,ufo_0_memory_usage,ufo_0_disk_usage,ufo_1_memory_usage,ufo_1_disk_usage,
M,11576816,1,26,80000008,80003072,8519680,0,8519680,0,0,0,
M,11729183,1,27,80000008,80003072,8847360,0,8847360,0,0,0,
M,11882755,1,28,80000008,80003072,9175040,0,9175040,0,0,0,
M,12004522,1,29,80000008,80003072,9502720,0,9502720,0,0,0,
M,12135022,1,30,80000008,80003072,9830400,0,9830400,0,0,0,
M,12236567,1,31,80000008,80003072,10158080,0,10158080,0,0,0,
M,12383729,1,32,80000008,80003072,10485760,0,10485760,0,0,0,
M,12492028,1,33,80000008,80003072,10813440,0,10813440,0,0,0,
M,12628978,1,34,80000008,80003072,11141120,0,11141120,0,0,0,
M,12797268,1,35,80000008,80003072,11468800,0,11468800,0,0,0,
M,12947531,1,36,80000008,80003072,11796480,0,11796480,0,0,0,
M,13181057,1,37,80000008,80003072,12124160,0,12124160,0,0,0,
M,13329820,1,38,80000008,80003072,12451840,0,12451840,0,0,0,
M,13482494,1,39,80000008,80003072,12779520,0,12779520,0,0,0,
M,13639683,1,40,80000008,80003072,13107200,0,13107200,0,0,0,
M,13813783,1,41,80000008,80003072,13434880,0,13434880,0,0,0,
M,13929410,1,42,80000008,80003072,13762560,0,13762560,0,0,0,
M,14107334,1,43,80000008,80003072,14090240,0,14090240,0,0,0,
M,14230879,1,44,80000008,80003072,14417920,0,14417920,0,0,0,
M,14382481,1,45,80000008,80003072,14745600,0,14745600,0,0,0,
M,14533797,1,46,80000008,80003072,15073280,0,15073280,0,0,0,
M,14671554,1,47,80000008,80003072,15400960,0,15400960,0,0,0,
M,14839834,1,48,80000008,80003072,15728640,0,15728640,0,0,0,
M,15016622,1,49,80000008,80003072,16056320,0,16056320,0,0,0,
M,15178603,1,50,80000008,80003072,16384000,0,16384000,0,0,0,
M,15305044,1,51,80000008,80003072,16711680,0,16711680,0,0,0,
M,15461253,1,52,80000008,80003072,17039360,0,17039360,0,0,0,
M,15714349,1,53,80000008,80003072,17367040,0,17367040,0,0,0,
M,15948948,1,54,80000008,80003072,17694720,0,17694720,0,0,0,
M,16116409,1,55,80000008,80003072,18022400,0,18022400,0,0,0,
M,16285202,1,56,80000008,80003072,18350080,0,18350080,0,0,0,
M,16448907,1,57,80000008,80003072,18677760,0,18677760,0,0,0,
M,16654907,1,58,80000008,80003072,19005440,0,19005440,0,0,0,
M,16883439,1,59,80000008,80003072,19333120,0,19333120,0,0,0,
M,17100989,1,60,80000008,80003072,19660800,0,19660800,0,0,0,
M,17295173,1,61,80000008,80003072,19988480,0,19988480,0,0,0,
M,17518973,1,62,80000008,80003072,20316160,0,20316160,0,0,0,
M,17754800,1,63,80000008,80003072,20643840,0,20643840,0,0,0,
M,17945170,1,64,80000008,80003072,20971520,0,20971520,0,0,0,
S,17991787,1,64,80000008,80003072,20971520,0,20971520,0,0,0,
D,18953061,1,63,80000008,80003072,20643840,327680,20643840,327680,0,0,
D,19412680,1,62,80000008,80003072,20316160,655360,20316160,655360,0,0,
D,20090144,1,61,80000008,80003072,19988480,983040,19988480,983040,0,0,
D,20107588,1,60,80000008,80003072,19660800,1310720,19660800,1310720,0,0,
D,20108857,1,59,80000008,80003072,19333120,1638400,19333120,1638400,0,0,
D,20791947,1,58,80000008,80003072,19005440,1966080,19005440,1966080,0,0,
D,21036358,1,57,80000008,80003072,18677760,2293760,18677760,2293760,0,0,
D,21044551,1,56,80000008,80003072,18350080,2621440,18350080,2621440,0,0,
D,21715481,1,55,80000008,80003072,18022400,2949120,18022400,2949120,0,0,
D,23798717,1,54,80000008,80003072,17694720,3276800,17694720,3276800,0,0,
D,23921195,1,53,80000008,80003072,17367040,3604480,17367040,3604480,0,0,
D,24015792,1,52,80000008,80003072,17039360,3932160,17039360,3932160,0,0,
D,24017542,1,51,80000008,80003072,16711680,4259840,16711680,4259840,0,0,
D,25194410,1,50,80000008,80003072,16384000,4587520,16384000,4587520,0,0,
D,25302150,1,49,80000008,80003072,16056320,4915200,16056320,4915200,0,0,
D,25586717,1,48,80000008,80003072,15728640,5242880,15728640,5242880,0,0,
D,25718578,1,47,80000008,80003072,15400960,5570560,15400960,5570560,0,0,
D,25734260,1,46,80000008,80003072,15073280,5898240,15073280,5898240,0,0,
D,25951806,1,45,80000008,80003072,14745600,6225920,14745600,6225920,0,0,
D,26039027,1,44,80000008,80003072,14417920,6553600,14417920,6553600,0,0,
D,26096018,1,43,80000008,80003072,14090240,6881280,14090240,6881280,0,0,
D,26237588,1,42,80000008,80003072,13762560,7208960,13762560,7208960,0,0,
D,26503978,1,41,80000008,80003072,13434880,7536640,13434880,7536640,0,0,
D,26506562,1,40,80000008,80003072,13107200,7864320,13107200,7864320,0,0,
D,26919308,1,39,80000008,80003072,12779520,8192000,12779520,8192000,0,0,
D,26991170,1,38,80000008,80003072,12451840,8519680,12451840,8519680,0,0,
D,27137370,1,37,80000008,80003072,12124160,8847360,12124160,8847360,0,0,
D,27141366,1,36,80000008,80003072,11796480,9175040,11796480,9175040,0,0,
D,27236477,1,35,80000008,80003072,11468800,9502720,11468800,9502720,0,0,
D,27239493,1,34,80000008,80003072,11141120,9830400,11141120,9830400,0,0,
D,27293014,1,33,80000008,80003072,10813440,10158080,10813440,10158080,0,0,
D,27444341,1,32,80000008,80003072,10485760,10485760,10485760,10485760,0,0,
E,27508589,1,32,80000008,80003072,10485760,10485760,10485760,10485760,0,0,
M,27695298,1,33,80000008,80003072,10813440,10485760,10813440,10485760,0,0,
M,27871251,1,34,80000008,80003072,11141120,10485760,11141120,10485760,0,0,
M,28053048,1,35,80000008,80003072,11468800,10485760,11468800,10485760,0,0,
M,28246789,1,36,80000008,80003072,11796480,10485760,11796480,10485760,0,0,
M,28436916,1,37,80000008,80003072,12124160,10485760,12124160,10485760,0,0,
M,28582209,1,38,80000008,80003072,12451840,10485760,12451840,10485760,0,0,
M,28777792,1,39,80000008,80003072,12779520,10485760,12779520,10485760,0,0,
M,28972303,1,40,80000008,80003072,13107200,10485760,13107200,10485760,0,0,
M,29170160,1,41,80000008,80003072,13434880,10485760,13434880,10485760,0,0,
M,29429350,1,42,80000008,80003072,13762560,10485760,13762560,10485760,0,0,
M,29690057,1,43,80000008,80003072,14090240,10485760,14090240,10485760,0,0,
M,29919084,1,44,80000008,80003072,14417920,10485760,14417920,10485760,0,0,
M,30114901,1,45,80000008,80003072,14745600,10485760,14745600,10485760,0,0,
M,30293759,1,46,80000008,80003072,15073280,10485760,15073280,10485760,0,0,
M,30471182,1,47,80000008,80003072,15400960,10485760,15400960,10485760,0,0,
M,30649492,1,48,80000008,80003072,15728640,10485760,15728640,10485760,0,0,
M,30840151,1,49,80000008,80003072,16056320,10485760,16056320,10485760,0,0,
M,31076873,1,50,80000008,80003072,16384000,10485760,16384000,10485760,0,0,
M,31241563,1,51,80000008,80003072,16711680,10485760,16711680,10485760,0,0,
M,31464606,1,52,80000008,80003072,17039360,10485760,17039360,10485760,0,0,
M,31670156,1,53,80000008,80003072,17367040,10485760,17367040,10485760,0,0,
M,31884587,1,54,80000008,80003072,17694720,10485760,17694720,10485760,0,0,
M,32031126,1,55,80000008,80003072,18022400,10485760,18022400,10485760,0,0,
M,32176758,1,56,80000008,80003072,18350080,10485760,18350080,10485760,0,0,
M,32317517,1,57,80000008,80003072,18677760,10485760,18677760,10485760,0,0,
M,32453316,1,58,80000008,80003072,19005440,10485760,19005440,10485760,0,0,
M,32579873,1,59,80000008,80003072,19333120,10485760,19333120,10485760,0,0,
M,32709732,1,60,80000008,80003072,19660800,10485760,19660800,10485760,0,0,
M,32861369,1,61,80000008,80003072,19988480,10485760,19988480,10485760,0,0,
M,32985548,1,62,80000008,80003072,20316160,10485760,20316160,10485760,0,0,
M,33131497,1,63,80000008,80003072,20643840,10485760,20643840,10485760,0,0,
M,33260595,1,64,80000008,80003072,20971520,10485760,20971520,10485760,0,0,
S,33311770,1,64,80000008,80003072,20971520,10485760,20971520,10485760,0,0,
D,36083360,1,63,80000008,80003072,20643840,10813440,20643840,10813440,0,0,
D,36133577,1,62,80000008,80003072,20316160,11141120,20316160,11141120,0,0,
D,36196653,1,61,80000008,80003072,19988480,11468800,19988480,11468800,0,0,
D,36212906,1,60,80000008,80003072,19660800,11796480,19660800,11796480,0,0,
D,36509459,1,59,80000008,80003072,19333120,12124160,19333120,12124160,0,0,
D,36581276,1,58,80000008,80003072,19005440,12451840,19005440,12451840,0,0,
D,36657584,1,57,80000008,80003072,18677760,12779520,18677760,12779520,0,0,
D,38727141,1,56,80000008,80003072,18350080,13107200,18350080,13107200,0,0,
D,39915452,1,55,80000008,80003072,18022400,13434880,18022400,13434880,0,0,
D,40016322,1,54,80000008,80003072,17694720,13762560,17694720,13762560,0,0,
D,40017233,1,53,80000008,80003072,17367040,14090240,17367040,14090240,0,0,
D,40509518,1,52,80000008,80003072,17039360,14417920,17039360,14417920,0,0,
D,40595164,1,51,80000008,80003072,16711680,14745600,16711680,14745600,0,0,
D,40972330,1,50,80000008,80003072,16384000,15073280,16384000,15073280,0,0,
D,41065921,1,49,80000008,80003072,16056320,15400960,16056320,15400960,0,0,
D,41066951,1,48,80000008,80003072,15728640,15728640,15728640,15728640,0,0,
D,41411011,1,47,80000008,80003072,15400960,16056320,15400960,16056320,0,0,
D,41573635,1,46,80000008,80003072,15073280,16384000,15073280,16384000,0,0,
D,41688808,1,45,80000008,80003072,14745600,16711680,14745600,16711680,0,0,
D,42016726,1,44,80000008,80003072,14417920,17039360,14417920,17039360,0,0,
D,42087122,1,43,80000008,80003072,14090240,17367040,14090240,17367040,0,0,
D,42611818,1,42,80000008,80003072,13762560,17694720,13762560,17694720,0,0,
D,42764817,1,41,80000008,80003072,13434880,18022400,13434880,18022400,0,0,
D,43162159,1,40,80000008,80003072,13107200,18350080,13107200,18350080,0,0,
D,43305073,1,39,80000008,80003072,12779520,18677760,12779520,18677760,0,0,
D,43374750,1,38,80000008,80003072,12451840,19005440,12451840,19005440,0,0,
D,43375104,1,37,80000008,80003072,12124160,19333120,12124160,19333120,0,0,
D,43514170,1,36,80000008,80003072,11796480,19660800,11796480,19660800,0,0,
D,43519936,1,35,80000008,80003072,11468800,19988480,11468800,19988480,0,0,
D,43655780,1,34,80000008,80003072,11141120,20316160,11141120,20316160,0,0,
D,43775812,1,33,80000008,80003072,10813440,20643840,10813440,20643840,0,0,
D,43891431,1,32,80000008,80003072,10485760,20971520,10485760,20971520,0,0,
E,44132110,1,32,80000008,80003072,10485760,20971520,10485760,20971520,0,0,
M,44517345,1,33,80000008,80003072,10813440,20971520,10813440,20971520,0,0,
M,44647037,1,34,80000008,80003072,11141120,20971520,11141120,20971520,0,0,
M,44766524,1,35,80000008,80003072,11468800,20971520,11468800,20971520,0,0,
M,44883757,1,36,80000008,80003072,11796480,20971520,11796480,20971520,0,0,
M,45013011,1,37,80000008,80003072,12124160,20971520,12124160,20971520,0,0,
M,45137684,1,38,80000008,80003072,12451840,20971520,12451840,20971520,0,0,
M,45265651,1,39,80000008,80003072,12779520,20971520,12779520,20971520,0,0,
M,45443790,1,40,80000008,80003072,13107200,20971520,13107200,20971520,0,0,
M,45595521,1,41,80000008,80003072,13434880,20971520,13434880,20971520,0,0,
M,45727130,1,42,80000008,80003072,13762560,20971520,13762560,20971520,0,0,
M,45875381,1,43,80000008,80003072,14090240,20971520,14090240,20971520,0,0,
M,46010067,1,44,80000008,80003072,14417920,20971520,14417920,20971520,0,0,
M,46159595,1,45,80000008,80003072,14745600,20971520,14745600,20971520,0,0,
M,46300348,1,46,80000008,80003072,15073280,20971520,15073280,20971520,0,0,
M,46488570,1,47,80000008,80003072,15400960,20971520,15400960,20971520,0,0,
M,46673885,1,48,80000008,80003072,15728640,20971520,15728640,20971520,0,0,
M,46794772,1,49,80000008,80003072,16056320,20971520,16056320,20971520,0,0,
M,46965378,1,50,80000008,80003072,16384000,20971520,16384000,20971520,0,0,
M,47209055,1,51,80000008,80003072,16711680,20971520,16711680,20971520,0,0,
M,47457609,1,52,80000008,80003072,17039360,20971520,17039360,20971520,0,0,
M,47697361,1,53,80000008,80003072,17367040,20971520,17367040,20971520,0,0,
M,47810455,1,54,80000008,80003072,17694720,20971520,17694720,20971520,0,0,
M,48038945,1,55,80000008,80003072,18022400,20971520,18022400,20971520,0,0,
M,48231337,1,56,80000008,80003072,18350080,20971520,18350080,20971520,0,0,
M,48430471,1,57,80000008,80003072,18677760,20971520,18677760,20971520,0,0,
M,48591030,1,58,80000008,80003072,19005440,20971520,19005440,20971520,0,0,
M,48725010,1,59,80000008,80003072,19333120,20971520,19333120,20971520,0,0,
M,48911336,1,60,80000008,80003072,19660800,20971520,19660800,20971520,0,0,
M,49078865,1,61,80000008,80003072,19988480,20971520,19988480,20971520,0,0,
M,49278793,1,62,80000008,80003072,20316160,20971520,20316160,20971520,0,0,
M,49478930,1,63,80000008,80003072,20643840,20971520,20643840,20971520,0,0,
M,49670203,1,64,80000008,80003072,20971520,20971520,20971520,20971520,0,0,
S,49718817,1,64,80000008,80003072,20971520,20971520,20971520,20971520,0,0,
D,50590475,1,63,80000008,80003072,20643840,21299200,20643840,21299200,0,0,
D,50625485,1,62,80000008,80003072,20316160,21626880,20316160,21626880,0,0,
D,50635802,1,61,80000008,80003072,19988480,21954560,19988480,21954560,0,0,
D,50638003,1,60,80000008,80003072,19660800,22282240,19660800,22282240,0,0,
D,51498196,1,59,80000008,80003072,19333120,22609920,19333120,22609920,0,0,
D,51518784,1,58,80000008,80003072,19005440,22937600,19005440,22937600,0,0,
D,51822048,1,57,80000008,80003072,18677760,23265280,18677760,23265280,0,0,
D,51869636,1,56,80000008,80003072,18350080,23592960,18350080,23592960,0,0,
D,52154158,1,55,80000008,80003072,18022400,23920640,18022400,23920640,0,0,
D,52159048,1,54,80000008,80003072,17694720,24248320,17694720,24248320,0,0,
D,52365795,1,53,80000008,80003072,17367040,24576000,17367040,24576000,0,0,
D,52368914,1,52,80000008,80003072,17039360,24903680,17039360,24903680,0,0,
D,52668183,1,51,80000008,80003072,16711680,25231360,16711680,25231360,0,0,
D,53036305,1,50,80000008,80003072,16384000,25559040,16384000,25559040,0,0,
D,53331538,1,49,80000008,80003072,16056320,25886720,16056320,25886720,0,0,
D,53472430,1,48,80000008,80003072,15728640,26214400,15728640,26214400,0,0,
D,53604828,1,47,80000008,80003072,15400960,26542080,15400960,26542080,0,0,
D,54543996,1,46,80000008,80003072,15073280,26869760,15073280,26869760,0,0,
D,54558965,1,45,80000008,80003072,14745600,27197440,14745600,27197440,0,0,
D,54699606,1,44,80000008,80003072,14417920,27525120,14417920,27525120,0,0,
D,55242690,1,43,80000008,80003072,14090240,27852800,14090240,27852800,0,0,
D,55326817,1,42,80000008,80003072,13762560,28180480,13762560,28180480,0,0,
D,55620151,1,41,80000008,80003072,13434880,28508160,13434880,28508160,0,0,
D,56059164,1,40,80000008,80003072,13107200,28835840,13107200,28835840,0,0,
D,56079307,1,39,80000008,80003072,12779520,29163520,12779520,29163520,0,0,
D,56506504,1,38,80000008,80003072,12451840,29491200,12451840,29491200,0,0,
D,56849390,1,37,80000008,80003072,12124160,29818880,12124160,29818880,0,0,
D,57026555,1,36,80000008,80003072,11796480,30146560,11796480,30146560,0,0,
D,57239842,1,35,80000008,80003072,11468800,30474240,11468800,30474240,0,0,
D,57297684,1,34,80000008,80003072,11141120,30801920,11141120,30801920,0,0,
D,58278371,1,33,80000008,80003072,10813440,31129600,10813440,31129600,0,0,
D,58470044,1,32,80000008,80003072,10485760,31457280,10485760,31457280,0,0,
E,58610482,1,32,80000008,80003072,10485760,31457280,10485760,31457280,0,0,
M,58749811,1,33,80000008,80003072,10813440,31457280,10813440,31457280,0,0,
M,58925989,1,34,80000008,80003072,11141120,31457280,11141120,31457280,0,0,
M,59207817,1,35,80000008,80003072,11468800,31457280,11468800,31457280,0,0,
M,59444698,1,36,80000008,80003072,11796480,31457280,11796480,31457280,0,0,
M,59687962,1,37,80000008,80003072,12124160,31457280,12124160,31457280,0,0,
M,59950831,1,38,80000008,80003072,12451840,31457280,12451840,31457280,0,0,
M,60193700,1,39,80000008,80003072,12779520,31457280,12779520,31457280,0,0,
M,60436101,1,40,80000008,80003072,13107200,31457280,13107200,31457280,0,0,
M,60604190,1,41,80000008,80003072,13434880,31457280,13434880,31457280,0,0,
M,60759959,1,42,80000008,80003072,13762560,31457280,13762560,31457280,0,0,
M,61004359,1,43,80000008,80003072,14090240,31457280,14090240,31457280,0,0,
M,61182226,1,44,80000008,80003072,14417920,31457280,14417920,31457280,0,0,
M,61363513,1,45,80000008,80003072,14745600,31457280,14745600,31457280,0,0,
M,61553318,1,46,80000008,80003072,15073280,31457280,15073280,31457280,0,0,
M,61772004,1,47,80000008,80003072,15400960,31457280,15400960,31457280,0,0,
M,61964166,1,48,80000008,80003072,15728640,31457280,15728640,31457280,0,0,
M,62164500,1,49,80000008,80003072,16056320,31457280,16056320,31457280,0,0,
M,62362936,1,50,80000008,80003072,16384000,31457280,16384000,31457280,0,0,
M,62550861,1,51,80000008,80003072,16711680,31457280,16711680,31457280,0,0,
M,62769740,1,52,80000008,80003072,17039360,31457280,17039360,31457280,0,0,
M,62966162,1,53,80000008,80003072,17367040,31457280,17367040,31457280,0,0,
M,63134875,1,54,80000008,80003072,17694720,31457280,17694720,31457280,0,0,
M,63316579,1,55,80000008,80003072,18022400,31457280,18022400,31457280,0,0,
M,63530735,1,56,80000008,80003072,18350080,31457280,18350080,31457280,0,0,
M,63795007,1,57,80000008,80003072,18677760,31457280,18677760,31457280,0,0,
M,64019093,1,58,80000008,80003072,19005440,31457280,19005440,31457280,0,0,
M,64218042,1,59,80000008,80003072,19333120,31457280,19333120,31457280,0,0,
M,64427159,1,60,80000008,80003072,19660800,31457280,19660800,31457280,0,0,
M,64597648,1,61,80000008,80003072,19988480,31457280,19988480,31457280,0,0,
M,64763541,1,62,80000008,80003072,20316160,31457280,20316160,31457280,0,0,
M,64879216,1,63,80000008,80003072,20643840,31457280,20643840,31457280,0,0,
M,64998093,1,64,80000008,80003072,20971520,31457280,20971520,31457280,0,0,
S,65048420,1,64,80000008,80003072,20971520,31457280,20971520,31457280,0,0,
D,65560354,1,63,80000008,80003072,20643840,31784960,20643840,31784960,0,0,
D,65562972,1,62,80000008,80003072,20316160,32112640,20316160,32112640,0,0,
D,66073245,1,61,80000008,80003072,19988480,32440320,19988480,32440320,0,0,
D,66135922,1,60,80000008,80003072,19660800,32768000,19660800,32768000,0,0,
D,66136980,1,59,80000008,80003072,19333120,33095680,19333120,33095680,0,0,
D,66466070,1,58,80000008,80003072,19005440,33423360,19005440,33423360,0,0,
D,66615914,1,57,80000008,80003072,18677760,33751040,18677760,33751040,0,0,
D,66902175,1,56,80000008,80003072,18350080,34078720,18350080,34078720,0,0,
D,67185285,1,55,80000008,80003072,18022400,34406400,18022400,34406400,0,0,
D,67276375,1,54,80000008,80003072,17694720,34734080,17694720,34734080,0,0,
D,67297202,1,53,80000008,80003072,17367040,35061760,17367040,35061760,0,0,
D,67592959,1,52,80000008,80003072,17039360,35389440,17039360,35389440,0,0,
D,67649546,1,51,80000008,80003072,16711680,35717120,16711680,35717120,0,0,
D,67848570,1,50,80000008,80003072,16384000,36044800,16384000,36044800,0,0,
D,67939724,1,49,80000008,80003072,16056320,36372480,16056320,36372480,0,0,
D,68319861,1,48,80000008,80003072,15728640,36700160,15728640,36700160,0,0,
D,68329534,1,47,80000008,80003072,15400960,37027840,15400960,37027840,0,0,
D,68515561,1,46,80000008,80003072,15073280,37355520,15073280,37355520,0,0,
D,68523066,1,45,80000008,80003072,14745600,37683200,14745600,37683200,0,0,
D,68785221,1,44,80000008,80003072,14417920,38010880,14417920,38010880,0,0,
D,69041891,1,43,80000008,80003072,14090240,38338560,14090240,38338560,0,0,
D,69101732,1,42,80000008,80003072,13762560,38666240,13762560,38666240,0,0,
D,69254900,1,41,80000008,80003072,13434880,38993920,13434880,38993920,0,0,
D,69612903,1,40,80000008,80003072,13107200,39321600,13107200,39321600,0,0,
D,69928862,1,39,80000008,80003072,12779520,39649280,12779520,39649280,0,0,
D,70223410,1,38,80000008,80003072,12451840,39976960,12451840,39976960,0,0,
D,70374914,1,37,80000008,80003072,12124160,40304640,12124160,40304640,0,0,
D,70379179,1,36,80000008,80003072,11796480,40632320,11796480,40632320,0,0,
D,75838385,1,35,80000008,80003072,11468800,40960000,11468800,40960000,0,0,
D,75860044,1,34,80000008,80003072,11141120,41287680,11141120,41287680,0,0,
D,75970664,1,33,80000008,80003072,10813440,41615360,10813440,41615360,0,0,
D,76037637,1,32,80000008,80003072,10485760,41943040,10485760,41943040,0,0,
E,76090720,1,32,80000008,80003072,10485760,41943040,10485760,41943040,0,0,
M,76198012,1,33,80000008,80003072,10813440,41943040,10813440,41943040,0,0,
M,76350928,1,34,80000008,80003072,11141120,41943040,11141120,41943040,0,0,
M,76556859,1,35,80000008,80003072,11468800,41943040,11468800,41943040,0,0,
M,76860139,1,36,80000008,80003072,11796480,41943040,11796480,41943040,0,0,
M,77075889,1,37,80000008,80003072,12124160,41943040,12124160,41943040,0,0,
M,77337569,1,38,80000008,80003072,12451840,41943040,12451840,41943040,0,0,
M,77556591,1,39,80000008,80003072,12779520,41943040,12779520,41943040,0,0,
M,77737888,1,40,80000008,80003072,13107200,41943040,13107200,41943040,0,0,
M,77928097,1,41,80000008,80003072,13434880,41943040,13434880,41943040,0,0,
M,78068421,1,42,80000008,80003072,13762560,41943040,13762560,41943040,0,0,
M,78226837,1,43,80000008,80003072,14090240,41943040,14090240,41943040,0,0,
M,78416330,1,44,80000008,80003072,14417920,41943040,14417920,41943040,0,0,
M,78590584,1,45,80000008,80003072,14745600,41943040,14745600,41943040,0,0,
M,78739684,1,46,80000008,80003072,15073280,41943040,15073280,41943040,0,0,
M,79071676,1,47,80000008,80003072,15400960,41943040,15400960,41943040,0,0,
M,79237286,1,48,80000008,80003072,15728640,41943040,15728640,41943040,0,0,
M,79435428,1,49,80000008,80003072,16056320,41943040,16056320,41943040,0,0,
M,79642415,1,50,80000008,80003072,16384000,41943040,16384000,41943040,0,0,
M,79818971,1,51,80000008,80003072,16711680,41943040,16711680,41943040,0,0,
M,80025843,1,52,80000008,80003072,17039360,41943040,17039360,41943040,0,0,
M,80223198,1,53,80000008,80003072,17367040,41943040,17367040,41943040,0,0,
M,80640526,1,54,80000008,80003072,17694720,41943040,17694720,41943040,0,0,
M,80887723,1,55,80000008,80003072,18022400,41943040,18022400,41943040,0,0,
M,81139369,1,56,80000008,80003072,18350080,41943040,18350080,41943040,0,0,
M,81404112,1,57,80000008,80003072,18677760,41943040,18677760,41943040,0,0,
M,81648271,1,58,80000008,80003072,19005440,41943040,19005440,41943040,0,0,
M,81890315,1,59,80000008,80003072,19333120,41943040,19333120,41943040,0,0,
M,82142013,1,60,80000008,80003072,19660800,41943040,19660800,41943040,0,0,
M,82378527,1,61,80000008,80003072,19988480,41943040,19988480,41943040,0,0,
M,82532756,1,62,80000008,80003072,20316160,41943040,20316160,41943040,0,0,
M,88320326,1,63,80000008,80003072,20643840,41943040,20643840,41943040,0,0,
M,95727395,1,64,80000008,80003072,20971520,41943040,20971520,41943040,0,0,
S,95783627,1,64,80000008,80003072,20971520,41943040,20971520,41943040,0,0,
D,96262132,1,63,80000008,80003072,20643840,42270720,20643840,42270720,0,0,
D,96940815,1,62,80000008,80003072,20316160,42598400,20316160,42598400,0,0,
D,97605103,1,61,80000008,80003072,19988480,42926080,19988480,42926080,0,0,
D,97728517,1,60,80000008,80003072,19660800,43253760,19660800,43253760,0,0,
D,98132188,1,59,80000008,80003072,19333120,43581440,19333120,43581440,0,0,
D,98497594,1,58,80000008,80003072,19005440,43909120,19005440,43909120,0,0,
D,98921754,1,57,80000008,80003072,18677760,44236800,18677760,44236800,0,0,
D,99253694,1,56,80000008,80003072,18350080,44564480,18350080,44564480,0,0,
D,99258656,1,55,80000008,80003072,18022400,44892160,18022400,44892160,0,0,
D,99585109,1,54,80000008,80003072,17694720,45219840,17694720,45219840,0,0,
D,99653220,1,53,80000008,80003072,17367040,45547520,17367040,45547520,0,0,
D,99881596,1,52,80000008,80003072,17039360,45875200,17039360,45875200,0,0,
D,100154166,1,51,80000008,80003072,16711680,46202880,16711680,46202880,0,0,
D,100157922,1,50,80000008,80003072,16384000,46530560,16384000,46530560,0,0,
D,100388536,1,49,80000008,80003072,16056320,46858240,16056320,46858240,0,0,
D,100514459,1,48,80000008,80003072,15728640,47185920,15728640,47185920,0,0,
D,100556181,1,47,80000008,80003072,15400960,47513600,15400960,47513600,0,0,
D,100814085,1,46,80000008,80003072,15073280,47841280,15073280,47841280,0,0,
D,100972549,1,45,80000008,80003072,14745600,48168960,14745600,48168960,0,0,
D,101024963,1,44,80000008,80003072,14417920,48496640,14417920,48496640,0,0,
D,101235219,1,43,80000008,80003072,14090240,48824320,14090240,48824320,0,0,
D,101456593,1,42,80000008,80003072,13762560,49152000,13762560,49152000,0,0,
D,101659747,1,41,80000008,80003072,13434880,49479680,13434880,49479680,0,0,
D,101674411,1,40,80000008,80003072,13107200,49807360,13107200,49807360,0,0,
D,101788120,1,39,80000008,80003072,12779520,50135040,12779520,50135040,0,0,
D,101956954,1,38,80000008,80003072,12451840,50462720,12451840,50462720,0,0,
D,102191468,1,37,80000008,80003072,12124160,50790400,12124160,50790400,0,0,
D,102318060,1,36,80000008,80003072,11796480,51118080,11796480,51118080,0,0,
D,102401774,1,35,80000008,80003072,11468800,51445760,11468800,51445760,0,0,
D,102410992,1,34,80000008,80003072,11141120,51773440,11141120,51773440,0,0,
