event,timestamp,ufos,materialized_chunks,intended_memory_usage,apparent_memory_usage,memory_usage,disk_usage,ufo_0_memory_usage,ufo_0_disk_usage,ufo_1_memory_usage,ufo_1_disk_usage,
M,76480262,2,70,160000016,160006144,73400320,0,73400320,0,0,0,
M,77229178,2,71,160000016,160006144,74448896,0,74448896,0,0,0,
M,78013387,2,72,160000016,160006144,75497472,0,75497472,0,0,0,
M,78668346,2,73,160000016,160006144,76546048,0,76546048,0,0,0,
M,79536494,2,74,160000016,160006144,77594624,0,77594624,0,0,0,
M,80348336,2,75,160000016,160006144,78643200,0,78643200,0,0,0,
M,81320722,2,76,160000016,160006144,79691776,0,79691776,0,0,0,
M,81667427,2,77,160000016,160006144,80003072,0,80003072,0,0,0,
F,82474783,1,0,80000008,80003072,0,0,0,0,0,0,
F,82629272,0,0,0,0,0,0,0,0,0,0,
+,82662023,0,0,0,0,0,0,0,0,0,0,
